405	7	4	3	3	3
405	8	2	3	2	1
405	9	-999	-999	-999	-999
405	10	-999	-999	-999	-999
409	1	1	3	3	3
409	2	2	3	2	3
409	3	1	3	1	2
409	4	2	3	2	2
409	5	1	3	1	1
409	6	2	3	1	1
409	7	2	3	1	3
409	8	1	3	1	3
409	9	2	3	1	3
409	10	1	3	1	3
411	1	2	4	3	2
411	2	3	3	3	2
411	3	2	3	3	1
411	4	3	4	3	3
411	5	3	4	2	1
411	6	1	4	2	2
411	7	1	4	2	1
411	8	-999	-999	-999	-999
411	9	1	4	1	1
411	10	1	4	1	2
421	1	2	3	3	2
421	2	-999	-999	-999	-999
421	3	2	2	1	1
421	4	4	4	4	3
421	5	3	3	3	2
421	6	2	2	1	1
421	7	2	3	3	3
421	8	4	3	3	3
421	9	-999	-999	-999	-999
421	10	4	3	-999	4
423	1	2	5	5	1
423	2	-999	-999	-999	-999
423	3	1	4	2	1
423	4	-999	-999	-999	-999
423	5	-999	-999	-999	-999
423	6	4	4	2	-999
423	7	2	3	2	1
423	8	3	2	2	1
423	9	2	2	1	1
423	10	2	2	1	1
431	1	4	3	3	3
431	2	4	3	3	3
431	3	4	3	3	3
431	4	4	3	3	3
431	5	4	3	2	3
431	6	4	3	4	5
431	7	3	3	1	1
431	8	4	3	1	3
431	9	4	3	3	3
431	10	4	3	4	3
433	1	2	2	3	3
433	2	3	3	2	2
433	3	3	3	3	2
433	4	3	3	3	3
433	5	3	3	3	3
433	6	3	3	3	3
433	7	3	3	3	3
433	8	3	3	3	3
433	9	3	3	3	3
433	10	3	3	3	3
439	1	3	4	4	3
439	2	2	3	3	3
439	3	3	4	3	3
439	4	3	4	3	3
439	5	3	4	3	2
439	6	3	4	2	2
439	7	4	4	4	4
439	8	3	4	2	3
439	9	3	4	1	2
439	10	3	4	2	2
441	1	5	5	5	5
441	2	5	5	3	4
441	3	3	4	3	4
441	4	3	3	3	3
441	5	4	4	4	4
441	6	4	4	3	3
441	7	3	3	3	3
441	8	3	4	3	3
441	9	3	3	3	3
441	10	4	4	4	3
445	1	2	4	1	1
445	2	2	4	2	1
445	3	1	3	2	1
445	4	2	3	2	2
445	5	3	3	3	2
445	6	2	2	2	2
445	7	2	2	2	2
445	8	3	3	3	3
445	9	3	3	2	3
445	10	-999	-999	-999	-999
447	1	3	2	2	4
447	2	3	3	4	4
447	3	4	3	2	4
447	4	1	1	1	-999
447	5	1	2	1	4
447	6	2	2	2	4
447	7	2	1	1	4
447	8	2	1	1	4
447	9	2	1	2	4
447	10	1	2	1	4
451	1	2	1	1	1
451	2	1	1	1	1
451	3	1	1	1	1
451	4	1	1	1	1
451	5	1	1	1	1
451	6	1	1	1	1
451	7	1	1	1	1
451	8	1	1	1	1
451	9	1	2	1	1
451	10	2	2	1	1
453	1	5	4	2	2
453	2	-999	-999	-999	-999
453	3	-999	-999	-999	-999
453	4	4	4	3	2
453	5	-999	-999	-999	2
453	6	-999	-999	-999	-999
453	7	-999	-999	-999	-999
453	8	-999	-999	-999	-999
453	9	4	4	2	4
453	10	1	2	1	1
455	1	-999	-999	-999	-999
455	2	1	1	1	1
455	3	2	1	1	2
455	4	2	1	1	2
455	5	1	2	1	1
455	6	1	1	1	1
455	7	2	1	1	2
455	8	2	1	1	2
455	9	3	2	2	2
455	10	2	2	1	2
463	1	1	1	1	1
463	2	3	2	1	2
463	3	-999	-999	-999	-999
463	4	-999	-999	-999	-999
463	5	-999	-999	-999	-999
463	6	2	2	1	1
463	7	2	1	1	1
463	8	1	1	1	1
463	9	-999	-999	-999	-999
463	10	1	4	1	1
465	1	2	2	2	2
465	2	2	2	2	3
465	3	3	3	2	3
465	4	2	1	2	2
465	5	2	2	1	2
465	6	2	2	2	2
465	7	2	3	2	3
465	8	2	2	2	2
465	9	2	3	2	2
465	10	2	2	2	2
469	1	2	3	3	2
469	2	2	2	2	2
469	3	3	4	3	2
469	4	1	1	1	1
469	5	-999	-999	-999	-999
469	6	2	2	1	1
469	7	2	1	2	1
469	8	2	1	1	1
469	9	2	2	2	2
469	10	1	1	1	1
471	1	2	3	1	1
471	2	1	1	1	1
471	3	1	1	1	1
471	4	1	1	1	1
471	5	-999	-999	-999	-999
471	6	1	1	1	1
471	7	2	2	1	1
471	8	1	1	2	1
471	9	1	2	2	1
471	10	-999	-999	-999	-999
473	1	3	1	2	2
473	2	3	4	3	3
473	3	2	3	3	3
473	4	2	2	2	2
473	5	3	3	3	5
473	6	3	3	3	5
473	7	3	3	3	4
473	8	3	3	4	5
473	9	3	3	4	4
473	10	2	5	2	2
477	1	1	2	1	1
477	2	2	1	2	1
477	3	3	3	3	2
477	4	1	4	1	4
477	5	-999	-999	-999	-999
477	6	-999	-999	-999	-999
477	7	3	4	3	3
477	8	1	2	1	1
477	9	1	2	1	1
477	10	1	3	1	1
479	1	3	4	4	4
479	2	2	3	3	2
479	3	3	3	3	3
479	4	3	4	4	3
479	5	3	3	3	3
479	6	2	3	3	3
479	7	2	3	2	2
479	8	2	3	2	2
479	9	2	3	2	2
479	10	2	4	4	3
481	1	4	5	4	5
481	2	5	5	3	4
481	3	3	4	3	4
481	4	3	3	3	3
481	5	4	4	4	4
481	6	4	4	3	3
481	7	3	3	3	3
481	8	3	4	3	3
481	9	3	3	3	3
481	10	4	4	4	3
485	1	2	1	2	1
485	2	2	1	1	3
485	3	3	3	2	3
485	4	2	3	3	3
485	5	3	3	3	3
485	6	3	4	3	3
485	7	-999	-999	-999	-999
485	8	3	3	3	3
485	9	3	4	4	3
485	10	3	4	4	3
489	1	3	2	2	3
489	2	1	1	1	1
489	3	1	1	1	1
489	4	1	1	1	1
489	5	1	1	1	1
489	6	3	3	2	3
489	7	3	2	2	3
489	8	3	2	2	3
489	9	3	3	2	3
489	10	3	2	1	3
491	1	3	4	3	4
491	2	3	3	3	3
491	3	3	3	3	3
491	4	2	2	2	2
491	5	3	3	3	3
491	6	2	3	3	3
491	7	2	3	3	3
491	8	2	2	3	2
491	9	2	2	2	2
491	10	3	3	3	3
493	1	-999	-999	-999	-999
493	2	-999	-999	-999	-999
493	3	-999	-999	-999	-999
493	4	-999	-999	-999	-999
493	5	1	4	2	2
493	6	3	4	4	3
493	7	-999	-999	-999	-999
493	8	2	2	2	2
493	9	-999	-999	-999	-999
493	10	1	1	1	1
495	1	3	4	1	1
495	2	1	3	1	1
495	3	4	4	2	1
495	4	3	4	2	3
495	5	3	5	3	2
495	6	4	4	4	3
495	7	4	5	3	3
495	8	3	4	3	3
495	9	4	5	-999	4
495	10	3	4	3	3
497	1	1	1	1	1
497	2	1	1	1	1
497	3	2	1	1	1
497	4	4	3	3	1
497	5	1	1	1	1
497	6	3	2	1	1
497	7	2	1	1	1
497	8	1	2	1	1
497	9	1	1	1	1
497	10	3	2	1	2
499	1	3	4	4	4
499	2	3	3	3	2
499	3	3	3	3	3
499	4	2	3	2	3
499	5	3	3	3	1
499	6	2	1	1	2
499	7	2	2	1	2
499	8	2	3	2	2
499	9	2	3	2	2
499	10	2	3	4	2
501	1	2	3	3	2
501	2	1	3	3	1
501	3	2	3	2	2
501	4	2	3	2	2
501	5	2	3	2	2
501	6	2	3	2	2
501	7	1	3	2	2
501	8	2	3	2	2
501	9	2	3	2	2
501	10	2	3	2	2
505	1	2	2	2	2
505	2	2	3	2	2
505	3	3	1	3	3
505	4	1	1	1	1
505	5	2	3	2	2
505	6	1	1	1	1
505	7	2	3	1	3
505	8	1	2	1	2
505	9	2	4	2	4
505	10	1	4	1	3
507	1	3	4	3	3
507	2	3	5	3	3
507	3	3	4	2	3
507	4	2	3	1	2
507	5	2	5	1	3
507	6	2	4	2	4
507	7	2	5	1	4
507	8	2	4	1	4
507	9	1	5	1	3
507	10	2	5	1	3
511	1	1	3	2	1
511	2	1	3	3	1
511	3	2	4	3	3
511	4	1	3	3	1
511	5	1	1	2	3
511	6	-999	-999	-999	-999
511	7	1	3	3	3
511	8	1	1	3	2
511	9	1	1	2	2
511	10	-999	-999	-999	-999
515	1	3	2	2	1
515	2	2	2	1	1
515	3	2	2	3	2
515	4	3	3	3	3
515	5	3	3	3	2
515	6	2	2	4	2
515	7	4	4	4	4
515	8	4	4	4	4
515	9	-999	-999	-999	-999
515	10	3	4	3	4
517	1	3	1	2	1
517	2	3	3	-999	3
517	3	3	4	-999	3
517	4	2	2	4	3
517	5	3	1	4	2
517	6	3	1	3	3
517	7	-999	-999	-999	-999
517	8	1	2	1	1
517	9	-999	-999	-999	-999
517	10	-999	-999	-999	-999
521	1	1	3	1	1
521	2	1	2	1	1
521	3	1	2	1	1
521	4	2	2	1	1
521	5	1	2	1	1
521	6	2	2	1	2
521	7	1	2	2	2
521	8	2	1	1	2
521	9	1	2	1	2
521	10	1	2	1	1
