id,userID,gameSessionID,gameType,time
3671,39005574,9,numberGame,2022-02-25 13:40:45+00:00
3670,39005574,8,numberGame,2022-02-25 11:33:40+00:00
3669,649772868,7,numberGame,2022-02-26 07:36:52+00:00
3668,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3667,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3666,51258742,5,numberGame,2022-02-25 20:43:03+00:00
3665,649772868,6,numberGame,2022-02-25 20:01:44+00:00
3664,51258742,4,numberGame,2022-02-25 12:00:28+00:00
3663,3979696,7,numberGame,2022-02-25 15:32:39+00:00
3662,39005574,8,numberGame,2022-02-25 11:33:40+00:00
3661,3979696,6,numberGame,2022-02-25 12:43:43+00:00
3660,51258742,4,numberGame,2022-02-25 12:00:28+00:00
3659,39005574,8,numberGame,2022-02-25 11:33:40+00:00
3658,2085617431,2,numberGame,2022-02-25 11:10:37+00:00
3657,2085617431,1,numberGame,2022-02-25 11:10:18+00:00
3656,39005574,7,numberGame,2022-02-25 08:45:05+00:00
3655,39005574,6,numberGame,2022-02-25 08:43:14+00:00
3654,39005574,5,numberGame,2022-02-25 08:30:30+00:00
3653,39005574,4,numberGame,2022-02-24 13:31:27+00:00
3652,39005574,3,numberGame,2022-02-24 08:38:07+00:00
3651,649772868,5,numberGame,2022-02-25 07:30:24+00:00
3650,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3649,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3648,51258742,3,numberGame,2022-02-24 22:11:04+00:00
3647,649772868,4,numberGame,2022-02-24 16:21:17+00:00
3646,39005574,3,numberGame,2022-02-24 08:38:07+00:00
3645,3979696,5,numberGame,2022-02-24 12:44:19+00:00
3644,51258742,2,numberGame,2022-02-24 09:07:05+00:00
3643,39005574,3,numberGame,2022-02-24 08:38:07+00:00
3642,3979696,4,numberGame,2022-02-24 08:35:54+00:00
3641,649772868,3,numberGame,2022-02-24 07:30:32+00:00
3640,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3639,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3638,649772868,2,numberGame,2022-02-23 17:05:05+00:00
3637,39005574,2,numberGame,2022-02-23 16:58:09+00:00
3636,51258742,1,numberGame,2022-02-23 14:45:43+00:00
3635,3979696,3,numberGame,2022-02-23 14:13:47+00:00
3634,39005574,1,numberGame,2022-02-23 13:06:00+00:00
3633,1684640886,1,numberGame,2022-02-23 12:57:46+00:00
3632,3979696,2,numberGame,2022-02-23 10:39:39+00:00
3631,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3630,649772868,1,numberGame,2022-02-23 07:30:34+00:00
3629,1457168486,1,numberGame,2022-02-22 19:15:51+00:00
3628,3979696,1,numberGame,2022-02-22 17:59:55+00:00
3627,1386007799,2,numberGame,2022-02-19 11:53:03+00:00
3626,1386007799,1,numberGame,2022-02-19 11:49:58+00:00
3625,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3624,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3623,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3622,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3621,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3620,2146891540,2,numberGame,2022-02-17 21:14:43+00:00
3619,2146891540,1,numberGame,2022-02-17 21:12:44+00:00
3618,1297613894,25,numberGame,2022-02-17 14:46:44+00:00
3617,1297613894,25,numberGame,2022-02-17 14:46:44+00:00
3616,1297613894,25,numberGame,2022-02-17 14:46:44+00:00
3615,1297613894,25,numberGame,2022-02-17 14:46:44+00:00
3614,1297613894,24,numberGame,2022-02-17 14:46:28+00:00
3613,1297613894,23,numberGame,2022-01-04 20:05:12+00:00
3612,1297613894,22,numberGame,2022-01-03 18:45:55+00:00
3611,1297613894,21,numberGame,2022-01-03 14:15:38+00:00
3610,1297613894,20,numberGame,2022-01-01 22:46:18+00:00
3609,1297613894,19,numberGame,2022-01-01 14:27:06+00:00
3608,1297613894,18,numberGame,2021-12-31 17:23:59+00:00
3607,1297613894,17,numberGame,2021-12-31 12:11:49+00:00
3606,1297613894,16,numberGame,2021-12-30 21:10:27+00:00
3605,1297613894,15,numberGame,2021-12-30 12:55:46+00:00
3604,1297613894,15,numberGame,2021-12-30 12:55:46+00:00
3603,1297613894,14,numberGame,2021-12-29 10:58:27+00:00
3602,1297613894,13,numberGame,2021-12-27 12:57:59+00:00
3601,1297613894,12,numberGame,2021-12-27 11:11:08+00:00
3600,1297613894,11,numberGame,2021-12-26 15:50:42+00:00
3599,1297613894,10,numberGame,2021-12-25 12:30:12+00:00
3598,1297613894,9,numberGame,2021-12-25 09:30:13+00:00
3597,1297613894,8,numberGame,2021-12-24 12:30:25+00:00
3596,1297613894,7,numberGame,2021-12-24 09:30:13+00:00
3595,1297613894,6,numberGame,2021-12-23 12:30:23+00:00
3594,1297613894,5,numberGame,2021-12-23 09:30:14+00:00
3593,1297613894,4,numberGame,2021-12-22 12:30:14+00:00
3592,1297613894,3,numberGame,2021-12-22 09:30:32+00:00
3591,1297613894,2,numberGame,2021-12-22 09:30:22+00:00
3590,1297613894,1,numberGame,2021-12-16 13:58:00+00:00
3589,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3588,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3587,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3586,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3585,568666544,13,numberGame,2022-02-14 17:46:25+00:00
3584,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3583,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3582,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3581,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3580,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3579,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3578,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3577,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3576,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3575,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3574,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3573,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3572,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3571,193411700,12,numberGame,2021-11-14 15:33:30+00:00
3570,193411700,11,numberGame,2021-11-14 10:15:24+00:00
3569,193411700,10,numberGame,2021-11-13 19:51:57+00:00
3568,193411700,9,numberGame,2021-11-13 10:17:53+00:00
3567,193411700,8,numberGame,2021-11-12 13:24:04+00:00
3566,193411700,7,numberGame,2021-11-12 10:19:44+00:00
3565,193411700,6,numberGame,2021-11-11 20:21:22+00:00
3564,193411700,5,numberGame,2021-11-11 10:29:14+00:00
3563,193411700,4,numberGame,2021-11-10 20:41:50+00:00
3562,193411700,4,numberGame,2021-11-10 20:41:50+00:00
3561,193411700,3,numberGame,2021-11-10 10:41:11+00:00
3560,193411700,3,numberGame,2021-11-10 10:41:11+00:00
3559,193411700,3,numberGame,2021-11-10 10:41:11+00:00
3558,193411700,2,numberGame,2021-11-10 10:40:55+00:00
3557,193411700,1,numberGame,2021-11-09 10:26:53+00:00
3556,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3555,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3554,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3553,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3552,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3551,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3550,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3549,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3548,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3547,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3546,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3545,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3544,394538242,6,numberGame,2021-10-06 16:32:21+00:00
3543,394538242,5,numberGame,2021-10-05 15:29:13+00:00
3542,394538242,5,numberGame,2021-10-05 15:29:13+00:00
3541,394538242,4,numberGame,2021-10-05 15:29:03+00:00
3540,394538242,3,numberGame,2021-09-27 13:22:39+00:00
3539,394538242,2,numberGame,2021-09-27 13:16:37+00:00
3538,394538242,1,numberGame,2021-09-27 13:11:48+00:00
3537,1076273199,3,numberGame,2022-02-09 10:03:14+00:00
3536,1076273199,2,numberGame,2022-02-09 10:02:39+00:00
3535,1076273199,1,numberGame,2022-02-09 09:56:06+00:00
3534,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3533,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3532,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3531,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3530,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3529,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3528,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3527,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3526,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3525,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3524,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3523,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3522,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3521,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3520,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3519,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3518,2145708670,3,numberGame,2021-11-10 12:25:20+00:00
3517,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3516,193411700,13,numberGame,2021-11-15 11:41:37+00:00
3515,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3514,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3513,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3512,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3511,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3510,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3509,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3508,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3507,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3506,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3505,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3504,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3503,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3502,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3501,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3500,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3499,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3498,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3497,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3496,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3495,405207546,1,numberGame,2022-02-02 12:55:06+00:00
3494,1140348507,1,numberGame,2022-02-02 09:02:02+00:00
3493,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3492,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3491,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3490,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3489,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3488,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3487,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3486,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3485,1367093050,21,numberGame,2022-01-26 13:45:54+00:00
3484,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3483,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3482,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3481,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3480,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3479,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3478,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3477,1367093050,20,numberGame,2022-01-25 12:36:43+00:00
3476,1367093050,19,numberGame,2022-01-24 09:42:57+00:00
3475,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3474,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3473,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3472,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3471,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3470,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3469,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3468,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3467,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3466,1367093050,19,numberGame,2022-01-24 09:42:57+00:00
3465,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3464,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3463,1367093050,18,numberGame,2022-01-23 19:10:00+00:00
3462,1367093050,17,numberGame,2022-01-23 06:18:30+00:00
3461,1367093050,16,numberGame,2022-01-22 22:25:17+00:00
3460,1367093050,15,numberGame,2022-01-22 14:17:16+00:00
3459,1367093050,14,numberGame,2022-01-21 18:55:40+00:00
3458,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3457,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3456,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3455,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3454,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3453,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3452,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3451,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3450,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3449,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3448,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3447,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3446,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3445,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3444,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3443,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3442,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3441,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3440,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3439,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3438,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3437,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3436,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3435,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3434,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3433,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3432,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3431,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3430,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3429,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3428,1367093050,13,numberGame,2022-01-14 11:51:09+00:00
3427,1367093050,12,numberGame,2022-01-14 10:18:18+00:00
3426,1367093050,11,numberGame,2022-01-13 16:06:53+00:00
3425,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3424,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3423,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3422,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3421,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3420,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3419,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3418,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3417,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3416,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3415,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3414,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3413,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3412,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3411,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3410,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3409,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3408,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3407,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3406,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3405,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3404,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3403,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3402,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3401,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3400,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3399,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3398,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3397,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3396,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3395,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3394,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3393,1297613894,23,numberGame,2022-01-04 20:05:12+00:00
3392,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3391,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3390,1297613894,22,numberGame,2022-01-03 18:45:55+00:00
3389,1297613894,21,numberGame,2022-01-03 14:15:38+00:00
3388,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3387,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3386,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3385,1297613894,20,numberGame,2022-01-01 22:46:18+00:00
3384,1297613894,20,numberGame,2022-01-01 22:46:18+00:00
3383,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3382,1297613894,19,numberGame,2022-01-01 14:27:06+00:00
3381,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3380,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3379,1297613894,18,numberGame,2021-12-31 17:23:59+00:00
3378,1297613894,17,numberGame,2021-12-31 12:11:49+00:00
3377,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3376,1297613894,16,numberGame,2021-12-30 21:10:27+00:00
3375,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3374,1297613894,15,numberGame,2021-12-30 12:55:46+00:00
3373,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3372,394538242,7,numberGame,2021-10-07 09:14:59+00:00
3371,1297613894,14,numberGame,2021-12-29 10:58:27+00:00
3370,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3369,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3368,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3367,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3366,1297613894,13,numberGame,2021-12-27 12:57:59+00:00
3365,1297613894,12,numberGame,2021-12-27 11:11:08+00:00
3364,1297613894,12,numberGame,2021-12-27 11:11:08+00:00
3363,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3362,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3361,1297613894,11,numberGame,2021-12-26 15:50:42+00:00
3360,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3359,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3358,1297613894,10,numberGame,2021-12-25 12:30:12+00:00
3357,1297613894,9,numberGame,2021-12-25 09:30:13+00:00
3356,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3355,1297613894,8,numberGame,2021-12-24 12:30:25+00:00
3354,1297613894,7,numberGame,2021-12-24 09:30:13+00:00
3353,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3352,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3351,1297613894,6,numberGame,2021-12-23 12:30:23+00:00
3350,1297613894,5,numberGame,2021-12-23 09:30:14+00:00
3349,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3348,628825449,8,numberGame,2021-12-22 21:32:42+00:00
3347,628825449,8,numberGame,2021-12-22 21:32:42+00:00
